sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0411_03794,Current approaches to predicting species responses to GCC begin to combine ecological and evolutionary information for species distribution modelling.,Evolutionary genomics can improve prediction of species’ responses to climate change,2020.0,Evolution Letters,261,"Geography, Medicine, Environmental Science, Biology",1,,,False
s0365_03347,"Unfortunately, the inadequate political implementation of policies to arrest widely recognized environmental challenges such as climate change do not inspire confidence about the possible success of the ERP.",Bending the curve of global freshwater biodiversity loss: what are the prospects?,2024.0,Biological Reviews of The Cambridge Philosophical Society,61,"Medicine, Environmental Science",1,,,False
s0058_00515,"The approach identifies what types of storms and storm attributes lead to what types of inundation, as measured in terms of extent and coverage, in Floridas Big Bend Region and provides a basis in the identification of a select subset of synthetic storms for studying the impact of sea level rise.",Coastal Flooding in Florida’s Big Bend Region with Application to Sea Level Rise Based on Synthetic Storms Analysis,2012.0,,36,"Geology, Environmental Science, Geography",1,,,False
s0342_03111,"Alternatively it can be due to changes in solar radiation, or to aerosols from volcanic eruptions or due to anthropogenic emissions.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0342_03072,The pattern of water exchange between ocean and land is different in the Atlantic and Indian Oceans.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0342_03059,"The dominant part of this, 1.4 x 109 km3, resides in the oceans.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0572_05206,"Furthermore, we use the modeldata fusion framework, and the ANN, to show that the longterm doubling of the rate of carbon uptake at Harvard forest cannot be explained by meteorological drivers, and is driven by changes during the growing season.","Using model‐data fusion to interpret past trends, and quantify uncertainties in future projections, of terrestrial ecosystem carbon cycling",2012.0,,188,"Environmental Science, Environmental Science",1,,,False
s0342_03070,The hydrological cycle of the world's oceans interacts differently with that of the continents.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0058_00516,The sea level rise application provides a clear contrast between a dynamic approach versus that of a static approach.,Coastal Flooding in Florida’s Big Bend Region with Application to Sea Level Rise Based on Synthetic Storms Analysis,2012.0,,36,"Geology, Environmental Science, Geography",1,,,False
s0147_01277,"Here, we propose an innovative approach using novel computational and statistical tools, including R/GRASS scripts and the new phcfM R package, to model the intensity and location of deforestation including the effect of population density.",Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0541_04925,"The implications of these increases need be taken into consideration and integrated into policies and planning for adaptation strategies, including measures to incorporate climate change into engineering infrastructure design standards and disaster risk reduction measures.",Possible impacts of climate change on extreme weather events at local scale in south–central Canada,2012.0,Climatic Change,63,"Environmental Science, Environmental Science, Geography",1,,,False
s0583_05289,The results suggest that improved representation of above-groundbelow-ground interactions and better constraints on plant stoichiometry are important for a predictive understanding of eCO2 effects.,Evaluation of 11 terrestrial carbon–nitrogen cycle models against observations from two temperate Free-Air CO2 Enrichment studies,2014.0,New Phytologist,439,"Environmental Science, Medicine, Environmental Science",1,,,False
s0562_05119,"When environmental changes are considered conjointly, carbon sequestration is limited by nitrogen dynamics up to the present.",Nitrogen feedbacks increase future terrestrial ecosystem carbon uptake in an individual-based dynamic vegetation model,2014.0,,74,"Environmental Science, Environmental Science, Biology",1,,,False
s0072_00624,"End-Member Modelling allowed us to unmix the diluted grain size signal of rock flour  a widely used proxy for past glacier change, and surface runoff  an indicator of hydrological intensification.",Hydroclimate intensification likely aided glacier survival on Svalbard in the Early Holocene,2025.0,Communications Earth & Environment,9,"Environmental Science, Geology",1,,,False
s0454_04202,"[6] are designed to monitor an individual methane seepage, and are thus not suitable for wide area surveys because of the severe light absorption underwater.",Feasibility of Acoustic Wide Area Methane Bubble Plume Mapping in the Arctic Ocean Permafrost,2023.0,IEEE International Geoscience and Remote Sensing Symposium,1,"Computer Science, Environmental Science",1,,,False
s0353_03213,"For instance, the biodiversity targets set out by the Convention on Biological Diversity (CBD) for 2020, will not be fully met1.",Urgent need for an integrated policy framework for biodiversity loss and climate change,2020.0,Nature Ecology & Evolution,49,"Economics, Medicine, Environmental Science, Political Science",1,,,False
s0326_02933,"Earth system models indicate that more than 80% of the nearsurface permafrost is projected to disappear by the end of this century, but with a high degree of uncertainty.",Active Layer Thickness and Permafrost Area Projections for the 21st Century,2023.0,Earth's Future,44,Environmental Science,1,,,False
s0192_01711,"After the event, the coral bleaching signal decreased concurrently with SST during OctoberNovember 2020, aligned with a recovery of bleached coral reefs by December 2020.",Remotely sensing coral bleaching in the Red Sea,2025.0,Remote Sensing in Ecology and Conservation,1,Environmental Science,1,,,False
s0183_01634,"This study explores the influence of the MaddenJulian oscillation (MJO) on Australian tropical climate, both independently and in combination with ENSO, focusing on GBR impacts.",Combined Role of the MJO and ENSO in Shaping Extreme Warming Patterns and Coral Bleaching Risk in the Great Barrier Reef,2024.0,Geophysical Research Letters,3,"Environmental Science, Geology",1,,,False
s0229_02065,Management that reduces algal abundance increases the recovery potential for both juvenile and adult corals on reefs.,"Managing Recovery Resilience in Coral Reefs Against Climate-Induced Bleaching and Hurricanes: A 15 Year Case Study From Bonaire, Dutch Caribbean",2019.0,Frontiers in Marine Science,79,"Geography, Environmental Science",1,,,False
s0342_03079,In the ITCZ and in the extra-tropical storm tracks ocean salinity is decreasing due to high precipitation thus reducing ocean vertical mixing.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
